Datetime,Exchange,Symbol_Pair,Low,High,Open,Close,Volume_in_ADA,Volume_USD
2022-04-10,Coinbase,ADA/USD,1.0231,1.0699,1.0453,1.0274,26316466.2,27037537.373880003
2022-04-09,Coinbase,ADA/USD,1.0213,1.0481,1.0247,1.0453,28494643.26,29785450.599678
2022-04-08,Coinbase,ADA/USD,1.019,1.0995,1.0887,1.0245,56221626.15,57599055.990675
2022-04-07,Coinbase,ADA/USD,1.039,1.1195,1.0524,1.0894,66020852.46,71923116.66992399
2022-04-06,Coinbase,ADA/USD,1.0479,1.1733,1.1712,1.0525,113961565.01,119944547.173025
2022-04-05,Coinbase,ADA/USD,1.1637,1.2187,1.212,1.1705,46556645.87,54494553.990835
2022-04-04,Coinbase,ADA/USD,1.1608,1.2458,1.1863,1.2117,99276047.97,120292787.325249
2022-04-03,Coinbase,ADA/USD,1.1436,1.2,1.1564,1.1865,37982559.65,45066307.024725005
2022-04-02,Coinbase,ADA/USD,1.1476,1.1961,1.1662,1.1562,56939385.99,65833318.08163799
2022-04-01,Coinbase,ADA/USD,1.104,1.1751,1.1416,1.1654,86040630.27,100271750.516658
2022-03-31,Coinbase,ADA/USD,1.1331,1.2287,1.1903,1.1417,113833229.2,129963397.77764
2022-03-30,Coinbase,ADA/USD,1.1628,1.2182,1.1911,1.1906,72542288.0,86368848.0928
2022-03-29,Coinbase,ADA/USD,1.1667,1.2426,1.1691,1.1909,91591733.3,109076595.18697
2022-03-28,Coinbase,ADA/USD,1.158,1.2462,1.1842,1.1694,136032679.49,159076615.395606
2022-03-27,Coinbase,ADA/USD,1.1052,1.1872,1.1528,1.1845,65733416.11,77861231.38229501
2022-03-26,Coinbase,ADA/USD,1.08,1.1595,1.0969,1.153,79564451.2,91737812.2336
2022-03-25,Coinbase,ADA/USD,1.0723,1.1669,1.1314,1.0966,132892712.11,145730148.099826
2022-03-24,Coinbase,ADA/USD,1.0805,1.19,1.1086,1.1314,193739468.76,219196834.955064
2022-03-23,Coinbase,ADA/USD,0.9575,1.1104,0.9752,1.1087,202463412.76,224471185.727012
2022-03-22,Coinbase,ADA/USD,0.908,0.9887,0.9179,0.9753,97598600.51,95187915.077403
2022-03-21,Coinbase,ADA/USD,0.8631,0.93,0.8788,0.9179,62081430.14,56984544.725506
2022-03-20,Coinbase,ADA/USD,0.8643,0.916,0.9029,0.879,45508548.46,40002014.09634
2022-03-19,Coinbase,ADA/USD,0.851,0.9164,0.8522,0.903,60988670.78,55072769.71434
2022-03-18,Coinbase,ADA/USD,0.8216,0.86,0.8363,0.852,44879680.43,38237487.72636
2022-03-17,Coinbase,ADA/USD,0.8283,0.858,0.8391,0.8365,49071648.19,41048433.710935
2022-03-16,Coinbase,ADA/USD,0.7941,0.8401,0.7992,0.8393,71660052.99,60144282.474507
2022-03-15,Coinbase,ADA/USD,0.7828,0.8172,0.8026,0.7992,53954795.63,43120672.667496
2022-03-14,Coinbase,ADA/USD,0.777,0.813,0.7872,0.8028,52058611.92,41792653.649376
2022-03-13,Coinbase,ADA/USD,0.7807,0.8205,0.7896,0.7875,42300673.43,33311780.326125
2022-03-12,Coinbase,ADA/USD,0.7856,0.8018,0.7885,0.7898,33024694.01,26082903.329098
2022-03-11,Coinbase,ADA/USD,0.7826,0.8194,0.8068,0.7884,65030253.53,51269851.883052
2022-03-10,Coinbase,ADA/USD,0.787,0.8541,0.8495,0.807,68907516.56,55608365.86392
2022-03-09,Coinbase,ADA/USD,0.7993,0.8631,0.802,0.8495,76855159.71,65288458.173645
2022-03-08,Coinbase,ADA/USD,0.7876,0.8213,0.7931,0.8021,76973355.12,61740328.141752005
2022-03-07,Coinbase,ADA/USD,0.7774,0.8469,0.823,0.7932,90145087.52,71503083.420864
2022-03-06,Coinbase,ADA/USD,0.8196,0.872,0.8652,0.823,44563261.31,36675564.05813
2022-03-05,Coinbase,ADA/USD,0.819,0.883,0.8448,0.8654,60894863.14,52698414.561356
2022-03-04,Coinbase,ADA/USD,0.827,0.9029,0.9019,0.845,77935400.51,65855413.43095
2022-03-03,Coinbase,ADA/USD,0.8837,0.946,0.9395,0.9021,71860077.03,64824975.488763005
