Datetime,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_ETH
2022-09-09,ETH/USD,1635.7,1749.5,1631.1598881,1719.8,102235391.25823429,59446.09330052
2022-09-08,ETH/USD,1629.65738754,1663.2,1595.0,1635.9,96581542.62262487,59038.78147969
2022-09-07,ETH/USD,1558.81828698,1657.3,1491.0,1629.65738754,63856356.28291149,39183.91483458
2022-09-06,ETH/USD,1617.6,1686.5,1554.1,1558.8,110238375.20832492,70720.02515289
2022-09-05,ETH/USD,1579.1,1630.4,1557.16730876,1616.47572917,34765624.3480833,21507.05001054
2022-09-04,ETH/USD,1557.3,1583.5,1540.8,1579.2,17737976.332267296,11232.25451638
2022-09-03,ETH/USD,1576.40938973,1582.9,1531.98904655,1557.6,30337506.228411622,19477.08412199
2022-09-02,ETH/USD,1586.9,1649.6,1546.7,1576.49987553,71421027.95937641,45303.54176867
2022-09-01,ETH/USD,1554.48427564,1600.0,1513.3,1586.13170286,46637030.81316958,29403.00022317
2022-08-31,ETH/USD,1525.3,1620.3,1525.3,1554.7,58123514.227229685,37385.67841206
2022-08-30,ETH/USD,1552.62064789,1608.2,1474.4,1525.3,71957522.33727276,47175.98002837
2022-08-29,ETH/USD,1427.48582452,1561.0,1422.8,1553.58909958,45163839.017759375,29070.64617663
2022-08-28,ETH/USD,1492.9,1512.2,1424.1,1428.0,24671559.929370478,17277.00275166
2022-08-27,ETH/USD,1508.8,1519.7,1447.7,1492.65035627,47786904.0420499,32014.80094874
2022-08-26,ETH/USD,1695.2,1707.5,1488.6,1509.20374955,113334040.70386812,75095.25518848
2022-08-25,ETH/USD,1657.1585529,1722.64137556,1654.6,1695.7,50050119.53253854,29515.904660340002
2022-08-24,ETH/USD,1665.7,1694.5,1605.9,1657.00586626,44712095.39603673,26983.66753339
2022-08-23,ETH/USD,1624.6,1675.0,1564.2,1665.0,57231311.525690846,34373.16007549
2022-08-22,ETH/USD,1617.8,1628.6,1530.4,1625.1,57108230.00483738,35141.36361137
2022-08-21,ETH/USD,1575.9,1646.7,1563.4,1617.9,20443552.417990945,12635.85661536
2022-08-20,ETH/USD,1609.1,1657.0,1523.58825501,1575.8,29333163.910478238,18614.77592999
2022-08-19,ETH/USD,1846.63591833,1847.96183665,1603.0,1609.1,73122903.57186124,45443.35564717
2022-08-18,ETH/USD,1834.0,1882.5,1821.0,1846.4,26516697.890705954,14361.29651793
2022-08-17,ETH/USD,1877.1,1957.3,1811.6,1833.63011956,73222135.98592655,39932.88243078
2022-08-16,ETH/USD,1898.8,1915.6,1851.0,1876.97017734,27519915.51272086,14661.88213588
2022-08-15,ETH/USD,1935.14670295,2012.4,1873.6,1899.3,48609794.01995094,25593.53131151
2022-08-14,ETH/USD,1982.8,2030.8,1906.8,1935.22174645,24878811.83686772,12855.79385541
2022-08-13,ETH/USD,1958.5,2019.1,1947.0,1983.1108359,33081519.45558558,16681.62911357
2022-08-12,ETH/USD,1880.15870478,1964.7,1853.49303449,1958.45958314,43551899.605865024,22237.83425545
2022-08-11,ETH/USD,1853.90972991,1942.6,1850.3,1880.6,88188598.2359335,46893.8627225
2022-08-10,ETH/USD,1702.9,1885.0,1654.2,1853.99450033,106288673.61467561,57329.55173047
2022-08-09,ETH/USD,1776.71729454,1790.8,1668.0,1702.9,43832719.50014408,25740.04316175
2022-08-08,ETH/USD,1699.7,1816.9,1693.2,1777.8,108711357.11871138,61149.3740121
2022-08-07,ETH/USD,1689.3,1727.4,1668.63736258,1699.7,43766005.76124585,25749.25325719
2022-08-06,ETH/USD,1735.9,1747.9,1684.0,1689.5,178928048.65095046,105905.91811243
2022-08-05,ETH/USD,1607.1,1741.0,1605.26060135,1735.6,150477444.50206935,86700.53267001
2022-08-04,ETH/USD,1617.2,1661.4,1579.2,1607.1,75417753.83683728,46927.8537968
2022-08-03,ETH/USD,1630.97843473,1685.1,1589.0,1617.2,46259583.10496541,28604.73850171
2022-08-02,ETH/USD,1628.93788706,1678.2,1560.0,1630.4,55662737.696940064,34140.54078566
2022-08-01,ETH/USD,1677.7,1704.5,1605.2,1628.93788706,81433413.11805494,49991.723910990004
2022-07-31,ETH/USD,1697.1,1754.6,1666.1,1677.7,34616995.52397651,20633.60286343
2022-07-30,ETH/USD,1721.41492096,1744.9,1673.4,1696.4,47082387.25292776,27754.29571618
2022-07-29,ETH/USD,1724.14943294,1765.9,1657.9,1722.1,93124600.78852656,54076.1865098
2022-07-28,ETH/USD,1636.13447221,1784.0,1596.0,1724.3,101136577.54648918,58653.70152902
2022-07-27,ETH/USD,1449.8,1644.4,1421.04168463,1636.42817314,89274425.01076773,54554.44148182
2022-07-26,ETH/USD,1440.2,1455.7,1356.2,1449.68158222,63198281.540443525,43594.59505836
2022-07-25,ETH/USD,1598.44828856,1609.7,1434.8,1439.8893574,69048882.65452176,47954.29752964
2022-07-24,ETH/USD,1548.76205262,1665.4,1545.2,1598.3,37528234.14669945,23480.0939415
2022-07-23,ETH/USD,1536.090194,1596.9,1487.8,1548.6,22221015.180780657,14349.0993031
2022-07-22,ETH/USD,1575.25389597,1647.9,1516.3,1535.0,74049597.08026475,48240.77985685
2022-07-21,ETH/USD,1521.4,1606.2,1463.3,1575.4,93972012.9188156,59649.62099709
2022-07-20,ETH/USD,1541.7,1620.0,1484.24421593,1521.5,88879223.70180099,58415.52658679
2022-07-19,ETH/USD,1580.9,1630.0,1489.9,1542.4,115632784.86108339,74969.38852508
2022-07-18,ETH/USD,1338.58943362,1595.7,1335.8,1581.3,147765595.12610343,93445.64290527
2022-07-17,ETH/USD,1356.4929694,1388.0,1319.4,1338.3,42876406.00125925,32037.96308844
2022-07-16,ETH/USD,1230.7,1430.3,1192.0,1356.6,78907658.256747,58165.75133182
2022-07-15,ETH/USD,1192.6,1287.1,1180.6,1231.3,82460835.82424636,66970.54805835
2022-07-14,ETH/USD,1114.92998345,1214.4,1071.0,1192.6,62799167.69424609,52657.36013269
2022-07-13,ETH/USD,1037.17660264,1119.64474168,1005.7,1115.5,188274174.71195126,168780.07594079
2022-07-12,ETH/USD,1095.65620322,1097.1,1029.9,1037.5,55063722.85578,53073.4678128
2022-07-11,ETH/USD,1168.65353848,1171.4,1090.8,1095.71560963,41397511.59213086,37781.25567282
2022-07-10,ETH/USD,1216.6,1219.7,1153.05721268,1168.3,15640992.461421313,13387.82201611
2022-07-09,ETH/USD,1213.1,1233.3,1204.1,1216.4,10310824.067593958,8476.50778329
2022-07-08,ETH/USD,1235.5,1274.5,1192.7,1213.7,111593012.83140513,91944.47790344
2022-07-07,ETH/USD,1185.8,1252.2,1162.92246673,1235.0,64899252.744960405,52550.00222264
2022-07-06,ETH/USD,1131.79068517,1203.8,1110.6,1185.5,53499340.69659969,45128.08156609
2022-07-05,ETH/USD,1150.74680053,1173.0,1077.0,1131.84098764,37695888.42388328,33304.93314479
2022-07-04,ETH/USD,1073.78349053,1160.7,1045.0,1150.4,45127944.610943764,39228.04642815
2022-07-03,ETH/USD,1065.9,1086.7,1039.8,1073.97713121,19932849.58862048,18559.84546539
2022-07-02,ETH/USD,1059.5,1078.0,1027.7,1065.5,27461980.63289997,25773.79693374
2022-07-01,ETH/USD,1071.2,1115.7,1032.9,1059.5,55920245.028666586,52779.84429322
2022-06-30,ETH/USD,1099.8,1106.2,997.29,1071.8,61205370.412680976,57105.21591032
2022-06-29,ETH/USD,1143.5,1156.6,1088.8,1099.5,56358063.45080223,51257.90218354
2022-06-28,ETH/USD,1191.7,1237.9,1136.5,1142.9,44825843.210863575,39221.14201668
2022-06-27,ETH/USD,1199.1,1239.0,1171.0,1190.4,47766193.71015398,40126.17079146
2022-06-26,ETH/USD,1241.78124782,1280.30106563,1196.0,1199.9,116137083.14070755,96788.96836462
2022-06-25,ETH/USD,1224.49195038,1257.0,1177.4,1241.5,38995808.25329969,31410.23620886
2022-06-24,ETH/USD,1142.72186859,1245.2,1130.4,1223.3,98569242.71057554,80576.50838762
2022-06-23,ETH/USD,1048.3,1153.1,1043.2,1142.51144195,53831653.931856215,47116.94951604
2022-06-22,ETH/USD,1124.6,1125.8,1041.6,1047.3,51224328.442706965,48910.84545279
2022-06-21,ETH/USD,1126.8,1191.9041666,1108.18056615,1124.0,43392961.35991368,38605.83750882
2022-06-20,ETH/USD,1126.8,1169.0,1052.2,1126.91316468,54435964.83750906,48305.37661965
2022-06-19,ETH/USD,995.08,1158.0,936.31,1127.1,92953172.21038379,82471.09591907
2022-06-18,ETH/USD,1084.27336577,1094.8,881.01,995.26,156578875.9567349,157324.59453483
2022-06-17,ETH/USD,1068.8,1118.9,1051.1,1084.28019884,62324406.301794626,57479.98199033
2022-06-16,ETH/USD,1238.2,1258.2,1052.1,1068.62740253,87989742.50820275,82339.02883258
2022-06-15,ETH/USD,1208.4,1251.2,1013.3,1237.9,229080860.93280655,185056.03112756
2022-06-14,ETH/USD,1211.3,1268.17026948,1075.3,1208.2,170638445.09360763,141233.60792386
2022-06-13,ETH/USD,1437.5,1456.5,1163.1,1210.5,256901634.53373307,212227.70304315
2022-06-12,ETH/USD,1533.7,1548.6,1426.2,1437.7,103052495.52847439,71678.71985009
2022-06-11,ETH/USD,1663.5,1683.8,1502.0,1532.4,98360913.9580313,64187.49279433
2022-06-10,ETH/USD,1789.7,1806.4,1655.5,1663.67813616,80377371.75878772,48313.05407686
2022-06-09,ETH/USD,1793.30004072,1835.2,1778.7,1789.7,46410773.04325594,25932.1523402
2022-06-08,ETH/USD,1814.6,1840.2,1766.7,1793.3,46570749.75490897,25969.30226672
2022-06-07,ETH/USD,1859.8,1875.0,1725.9,1814.8,94250673.04427134,51934.46828536
2022-06-06,ETH/USD,1806.86059982,1920.0,1805.2,1859.71567447,46416592.238720216,24958.97242569
2022-06-05,ETH/USD,1805.3,1831.0,1773.1,1806.2,33624346.63551984,18616.07055449
2022-06-04,ETH/USD,1776.6,1816.9,1749.0,1805.3,19602653.47185786,10858.39111054
2022-06-03,ETH/USD,1836.0,1844.8,1736.7,1777.0,58595212.436346956,32974.23322248
2022-06-02,ETH/USD,1820.9,1854.8,1783.35800115,1836.0,111401507.1702215,60676.20216243
2022-06-01,ETH/USD,1941.3,1973.5,1763.2,1820.9,223797603.04058054,122904.93878883
2022-05-31,ETH/USD,1999.7,2016.3,1925.2,1941.3,62457359.48740088,32172.95600237
2022-05-30,ETH/USD,1814.1,2013.3,1804.5,1998.7,98298428.98002398,49181.18225848
2022-05-29,ETH/USD,1793.3,1828.3,1763.6,1814.0,82539461.66043788,45501.35703442
2022-05-28,ETH/USD,1727.68347215,1809.5,1722.33314534,1793.2,45511166.53145056,25379.8608808
2022-05-27,ETH/USD,1791.8,1822.8,1703.0,1727.3,108371391.84315407,62740.34148275
2022-05-26,ETH/USD,1941.9,1964.8632284,1733.0,1792.4,92003173.83066772,51329.5993253
2022-05-25,ETH/USD,1978.5,2021.8,1933.4,1941.9,31781404.235936917,16366.13843964
2022-05-24,ETH/USD,1972.4373698,1992.6,1910.6,1979.2,39174643.724548794,19793.170839
2022-05-23,ETH/USD,2042.5,2087.8,1955.4,1971.6,35049308.30848207,17777.08881542
2022-05-22,ETH/USD,1974.0,2056.6,1965.40733002,2042.5,20776827.214064147,10172.25322598
2022-05-21,ETH/USD,1958.6,1990.0,1937.2,1973.91074729,17017887.69069778,8621.40687671
2022-05-20,ETH/USD,2020.4,2065.1,1921.8,1959.8,47716683.98327628,24347.73139263
2022-05-19,ETH/USD,1913.9,2041.1,1903.0,2020.3,77924882.17305104,38570.94598478
2022-05-18,ETH/USD,2090.1,2109.97752762,1907.1,1912.23128554,67664434.34259434,35385.06814226
2022-05-17,ETH/USD,2022.6,2123.3,2007.1,2090.6,42910681.36589123,20525.53399306
2022-05-16,ETH/USD,2143.9,2144.3,1978.5,2022.2,85009368.28428183,42038.06165774
2022-05-15,ETH/USD,2057.08622787,2167.0,2000.8,2144.4,49472801.35379113,23070.69639703
2022-05-14,ETH/USD,2010.2,2070.5,1952.4,2057.1,59375589.78666292,28863.73525189
2022-05-13,ETH/USD,1963.9,2153.07129134,1945.0,2009.90151707,151568283.0019311,75410.8008351
2022-05-12,ETH/USD,2089.25098169,2196.7,1763.4,1963.4,371942391.5110827,189437.90949938
2022-05-11,ETH/USD,2345.6010109,2456.4,2012.7,2088.9,423416475.1494811,202698.29821891
2022-05-10,ETH/USD,2232.1,2459.4,2201.8986299,2346.56815213,200825934.46596935,85582.82625786
2022-05-09,ETH/USD,2521.6,2532.59296113,2227.50043185,2233.54512368,204083859.7330482,91372.1677567
2022-05-08,ETH/USD,2637.6,2643.7,2484.78094808,2520.9,69967872.2846366,27755.1161429
2022-05-07,ETH/USD,2694.0,2705.9,2589.4,2637.5,52958993.78860538,20079.23935113
2022-05-06,ETH/USD,2748.66277092,2757.5,2634.05137754,2693.7,150192385.36428857,55756.90884816
2022-05-05,ETH/USD,2941.79812252,2955.8,2688.0,2748.64226782,96833806.90366039,35229.68704853
2022-05-04,ETH/USD,2782.74038099,2965.66534385,2772.4,2941.9,92018576.10131784,31278.6213336
2022-05-03,ETH/USD,2857.7,2863.5,2756.3,2782.50979263,45897486.76796855,16494.99559338
2022-05-02,ETH/USD,2828.1,2885.0,2780.54718902,2857.1,49721694.86810371,17402.85424665
2022-05-01,ETH/USD,2728.1,2851.4,2717.24574261,2828.8,27225414.807968,9624.3689225
2022-04-30,ETH/USD,2818.4,2842.5,2717.0,2728.1,28193959.470689774,10334.65029533
2022-04-29,ETH/USD,2937.2,2947.2,2777.59605465,2818.3,55209989.196056806,19589.81981906
2022-04-28,ETH/USD,2890.3,2980.5,2856.62756999,2937.55422962,80713165.75434905,27476.31514016
2022-04-27,ETH/USD,2810.69346157,2921.1,2796.0,2890.66794035,46622984.07523871,16128.79273487
2022-04-26,ETH/USD,3009.2,3039.5,2767.7,2811.0,50849709.41940639,18089.54443949
2022-04-25,ETH/USD,2922.5,3027.2,2797.7,3008.0,73111039.54153985,24305.53176248
2022-04-24,ETH/USD,2933.5,2968.23381229,2913.5,2923.9,21886366.67421585,7485.33351832
2022-04-23,ETH/USD,2963.7,2980.6,2917.0,2932.75049161,16903057.95110732,5763.55131453
2022-04-22,ETH/USD,2984.66872528,3034.7,2934.0,2963.85862526,37801945.402406864,12754.30112632
2022-04-21,ETH/USD,3076.4,3181.9,2940.9,2984.51804911,48685392.84869163,16312.64815544
2022-04-20,ETH/USD,3103.32545413,3170.9,3038.1531986,3076.46064653,59622305.48388801,19380.16192443
2022-04-19,ETH/USD,3057.6,3133.0,3031.8,3104.2,33456603.039210644,10777.85034444
2022-04-18,ETH/USD,2987.86485847,3071.3,2883.4,3056.5,67132551.91668904,21963.8645237
2022-04-17,ETH/USD,3061.24456941,3083.4,2982.8,2991.0,23480140.25486172,7850.26421092
2022-04-16,ETH/USD,3041.6,3086.3,3012.3,3061.1,19373275.382947773,6328.86066543
2022-04-15,ETH/USD,3022.70942308,3062.6,2994.4,3042.9,24333609.34210607,7996.84818499
2022-04-14,ETH/USD,3119.4,3144.3,2976.8,3022.47167031,47737776.43927148,15794.28416425
2022-04-13,ETH/USD,3028.9,3129.5,2999.3,3118.93217107,66385401.02856295,21284.65685927
2022-04-12,ETH/USD,2981.52002779,3086.9,2953.47542541,3029.5,51293230.894427404,16931.2529772
2022-04-11,ETH/USD,3204.21960221,3216.1,2951.1,2980.3,126972716.7389862,42604.0052139
2022-04-10,ETH/USD,3260.23806544,3310.9,3196.2,3204.3,78859778.13424607,24610.61015955
2022-04-09,ETH/USD,3193.0,3269.8,3183.1,3259.0,40150441.41254671,12319.86542269
2022-04-08,ETH/USD,3227.4,3314.5,3174.0,3194.7,44511194.45851893,13932.82450888
2022-04-07,ETH/USD,3170.08315079,3269.0,3147.1,3227.6,56602613.416296735,17537.05955394
2022-04-06,ETH/USD,3405.8,3405.8,3165.3,3170.73702335,177957178.32957128,56124.86214374
2022-04-05,ETH/USD,3521.0,3551.9,3398.6,3405.0,86465128.6203927,25393.57668734
2022-04-04,ETH/USD,3520.5,3544.0,3409.8,3520.8,81297848.50073771,23090.73179412
2022-04-03,ETH/USD,3443.73553307,3578.7,3413.5,3520.6219146,73194768.69373615,20790.29514365
2022-04-02,ETH/USD,3456.2,3528.8,3431.7,3443.3,129354395.7644818,37566.98392951
2022-04-01,ETH/USD,3282.0,3482.9,3214.3,3456.9,78738684.11480884,22777.25248483
2022-03-31,ETH/USD,3384.5,3445.7,3258.4,3282.2,77790928.7282539,23700.84965214
2022-03-30,ETH/USD,3400.6,3445.9,3333.8,3384.1,65990278.886668816,19500.09718586
2022-03-29,ETH/USD,3332.5,3482.0,3330.3,3401.6,110092826.89727145,32365.01261091
2022-03-28,ETH/USD,3294.7,3429.9,3274.6,3332.8,86113241.34186688,25838.1064996
2022-03-27,ETH/USD,3145.3,3297.4,3128.0,3295.37056522,69041256.59583645,20950.98418506
2022-03-26,ETH/USD,3104.05420213,3152.6,3086.72426301,3145.6,28727287.232127775,9132.53027471
