Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_in_LTC,Volume_USD
2022-06-09 04:00:00,Gemini,LTC/USD,61.42,62.29,58.56,59.87,20456.83927,1224750.9670949
2022-06-08 04:00:00,Gemini,LTC/USD,62.38,62.46,60.89,61.42,4768.44212,292877.7150104
2022-06-07 04:00:00,Gemini,LTC/USD,61.49,65.44,61.0,62.38,12426.90527,775190.3507426
2022-06-06 04:00:00,Gemini,LTC/USD,65.41,66.46,60.14,61.49,20356.29354,1251708.4897746
2022-06-05 04:00:00,Gemini,LTC/USD,62.91,65.63,61.56,65.41,8126.85208,531577.3945528
2022-06-04 04:00:00,Gemini,LTC/USD,61.67,64.35,61.67,62.91,10778.61109,678082.4236719
2022-06-03 04:00:00,Gemini,LTC/USD,64.49,64.49,61.35,61.67,3933.23399,242562.54016330003
2022-06-02 04:00:00,Gemini,LTC/USD,62.31,64.85,62.05,64.49,7020.36166,452743.1234533999
2022-06-01 04:00:00,Gemini,LTC/USD,68.93,69.13,61.69,62.31,18588.33427,1158239.1083637
2022-05-31 04:00:00,Gemini,LTC/USD,69.27,70.54,66.7,68.93,13537.92636,933169.2639948
2022-05-30 04:00:00,Gemini,LTC/USD,65.58,69.68,65.05,69.27,10912.45442,755905.7176734
2022-05-29 04:00:00,Gemini,LTC/USD,62.24,66.24,62.0,65.58,18450.63299,1209992.5114842
2022-05-28 04:00:00,Gemini,LTC/USD,62.4,63.91,61.83,62.24,4802.91978,298933.7271072
2022-05-27 04:00:00,Gemini,LTC/USD,62.86,64.07,60.92,62.4,8198.9583,511614.99792
2022-05-26 04:00:00,Gemini,LTC/USD,68.03,68.03,61.15,62.86,3898.70011,245072.2889146
2022-05-25 04:00:00,Gemini,LTC/USD,70.98,70.98,67.6,68.03,782.40482,53226.9999046
2022-05-24 04:00:00,Gemini,LTC/USD,69.79,71.5,66.98,70.98,12603.87268,894622.8828264001
2022-05-23 04:00:00,Gemini,LTC/USD,71.13,73.86,68.31,69.79,15492.04971,1081190.1492609
2022-05-22 04:00:00,Gemini,LTC/USD,69.83,72.36,69.28,71.13,17175.46359,1221690.7251566998
2022-05-21 04:00:00,Gemini,LTC/USD,69.73,70.65,68.79,69.83,9803.74675,684595.6355525
2022-05-20 04:00:00,Gemini,LTC/USD,69.24,71.22,66.74,69.73,11890.4628,829121.971044
2022-05-19 04:00:00,Gemini,LTC/USD,67.39,73.18,66.01,69.24,11631.61847,805373.2628627999
2022-05-18 04:00:00,Gemini,LTC/USD,71.24,73.27,64.59,67.39,14510.60009,977869.3400651
2022-05-17 04:00:00,Gemini,LTC/USD,70.51,74.23,69.7,71.24,20565.75089,1465104.0934036
2022-05-16 04:00:00,Gemini,LTC/USD,68.24,70.96,64.93,70.51,25975.20459,1831511.6756409002
2022-05-15 04:00:00,Gemini,LTC/USD,66.76,71.58,65.92,68.24,23267.3587,1587764.557688
2022-05-14 04:00:00,Gemini,LTC/USD,68.72,69.36,64.08,66.76,24254.49325,1619229.96937
2022-05-13 04:00:00,Gemini,LTC/USD,69.24,73.05,67.1,68.72,28915.40413,1987066.5718136
2022-05-12 04:00:00,Gemini,LTC/USD,61.69,70.12,52.0,69.24,42092.82585,2914507.261854
2022-05-11 04:00:00,Gemini,LTC/USD,79.48,79.48,61.53,61.69,24555.92264,1514854.8676616
2022-05-10 04:00:00,Gemini,LTC/USD,78.77,84.86,74.0,79.48,36313.2511,2886177.197428
2022-05-09 04:00:00,Gemini,LTC/USD,91.66,92.37,73.43,78.77,32709.5545,2576531.607965
2022-05-08 04:00:00,Gemini,LTC/USD,93.08,95.67,90.67,91.66,7582.44212,695006.6447192
2022-05-07 04:00:00,Gemini,LTC/USD,95.67,97.29,91.61,93.08,6910.51192,643230.4495136
2022-05-06 04:00:00,Gemini,LTC/USD,96.85,98.39,92.86,95.67,10220.39477,977785.1676459
2022-05-05 04:00:00,Gemini,LTC/USD,106.12,106.31,94.84,96.85,11209.46811,1085636.9864534999
2022-05-04 04:00:00,Gemini,LTC/USD,99.96,107.11,99.67,106.12,14781.27523,1568588.9274076
2022-05-03 04:00:00,Gemini,LTC/USD,101.09,101.36,97.45,99.96,8157.26222,815399.9315111999
2022-05-02 04:00:00,Gemini,LTC/USD,100.2,101.87,98.44,101.09,9297.58889,939893.2608901002
2022-05-01 04:00:00,Gemini,LTC/USD,96.14,100.36,95.74,100.2,7595.35832,761054.9036640001
2022-04-30 04:00:00,Gemini,LTC/USD,101.25,101.56,94.13,96.14,9584.45458,921449.4633212
2022-04-29 04:00:00,Gemini,LTC/USD,102.83,103.12,98.41,101.25,7991.15168,809104.1076
2022-04-28 04:00:00,Gemini,LTC/USD,100.22,104.42,99.73,102.83,19918.80619,2048250.8405177
2022-04-27 04:00:00,Gemini,LTC/USD,99.45,101.26,99.2,100.22,3380.94122,338837.9290684
2022-04-26 04:00:00,Gemini,LTC/USD,104.48,104.95,96.41,99.45,12421.24144,1235292.461208
2022-04-25 04:00:00,Gemini,LTC/USD,101.9,105.35,98.44,104.48,9862.21083,1030403.7875184
2022-04-24 04:00:00,Gemini,LTC/USD,105.23,105.61,100.9,101.9,5217.48287,531661.504453
2022-04-23 04:00:00,Gemini,LTC/USD,105.51,107.18,104.45,105.23,3841.34319,404224.54388370004
2022-04-22 04:00:00,Gemini,LTC/USD,107.04,108.64,104.88,105.51,8325.71212,878445.8857812
2022-04-21 04:00:00,Gemini,LTC/USD,112.25,114.45,105.47,107.04,10393.60159,1112531.1141936001
2022-04-20 04:00:00,Gemini,LTC/USD,112.68,112.68,111.79,112.25,300.36473,33715.9409425
2022-04-19 04:00:00,Gemini,LTC/USD,111.98,114.13,110.6,112.68,8396.61283,946130.3336844001
